loan_id,original_loan_amount,loan_to_value_ratio,debt_to_income_ratio,credit_score,current_loan_balance,monthly_payment,prepayment_penalty_flag,property_type,occupancy_status,loan_purpose,number_of_borrowers,first_time_homebuyer_flag,servicer_name,current_interest_rate,zero_balance_code,zero_balance_date
LOAN_004985,463579.78061358153,75.14720610594607,41.749332426280404,647.6397130845419,236477.0626619288,2000.3423943687212,Y,CO,P,C,2,N,QUICKEN,2.88633043196378,06,2024-02-26
LOAN_004986,277895.75364629494,92.14956411495021,47.7088220766044,698.4213453034658,167085.01075391468,1726.3453680519006,N,CO,P,P,2,N,BANK OF AMERICA,4.40703972681294,03,2024-11-30
LOAN_004987,306936.98026580695,90.54578862880538,31.740560393430208,792.6819167670516,326216.0491434186,1245.407413715093,N,SF,P,R,1,Y,QUICKEN,4.79509540397898,03,2024-01-02
LOAN_004988,319259.6918731305,87.77013183259706,22.114142880720102,850.0,223952.2710630153,1276.2928952600664,N,PU,P,P,2,N,QUICKEN,5.020567858323666,03,2024-09-08
LOAN_004989,539210.9635273992,70.24157417667787,50.767965853295465,654.6814954428769,251106.22024567376,864.9869073515645,Y,SF,I,C,2,N,CHASE,5.486212341016276,03,2024-07-08
LOAN_004990,90064.37355809743,95.26633419505504,26.652985320236358,560.3989212262641,238334.445675931,523.8588087864804,N,PU,P,R,1,N,QUICKEN,3.7071127766914405,03,2024-05-21
LOAN_004991,368322.3014788808,88.70086636203274,21.864574272944644,677.5300803110156,250578.57749147213,1966.389806197703,N,CO,I,P,2,N,QUICKEN,4.675879557845373,09,2024-01-25
LOAN_004992,288519.77512409363,78.18449426490714,28.10213254095187,792.3163290296908,250175.40577815814,1321.921921533064,N,SF,S,P,1,Y,BANK OF AMERICA,4.242672496700716,03,2024-09-14
LOAN_004993,356677.17261841794,78.60871136589888,20.183092838429225,850.0,314411.0688503453,891.3294077219973,N,SF,P,C,2,N,WELLS FARGO,5.33094563494566,03,2024-02-21
LOAN_004994,234262.74460052757,70.44116028576941,35.26148825123346,824.8032965325443,227114.64806398706,1722.2192596536183,N,SF,P,P,2,N,BANK OF AMERICA,4.457807861151502,03,2024-12-12
LOAN_004995,295103.49691415497,61.35521961250443,23.943316182414875,822.8228169902702,192416.51714738386,1139.2709008972327,N,SF,P,P,2,N,CHASE,4.553530872291125,03,2024-03-21
LOAN_004996,371141.0579465495,93.55726463218075,27.125158300951277,652.0351717060207,253337.22315101052,1465.34893387908,Y,CO,P,C,1,N,QUICKEN,4.594838842669777,03,2024-07-18
LOAN_004997,611291.020104384,94.68311990402297,39.67778861664962,654.2888501160793,200967.66306349993,853.8965970873455,N,CO,P,C,2,N,CHASE,4.861806450135237,09,2024-09-01
LOAN_004998,380803.6189402072,61.73836288455118,36.236932101761916,614.0952290187033,244006.91372400158,1824.5407024239112,N,SF,P,R,2,N,CHASE,4.510820024041999,03,2024-04-20
LOAN_004999,215193.44019694912,72.69322252280712,30.155845725696587,666.7616211099655,165837.81846185686,1544.027536382966,Y,PU,P,P,2,Y,BANK OF AMERICA,5.758748742940786,02,2024-01-08
LOAN_005000,257624.03179772967,72.84865175311606,31.70873528746982,793.1278226728932,333982.59779010044,1749.8674672821217,N,SF,P,P,2,N,WELLS FARGO,2.834301597990203,03,2024-02-14
LOAN_005001,254658.5891616146,74.51016144389536,30.122554306315415,849.958974954794,187557.37934536848,1286.163137582788,N,SF,P,C,1,N,QUICKEN,5.3915839632055675,03,2024-11-11
LOAN_005002,120435.68273699848,75.96442317881373,25.688449335826355,747.641381702629,345952.2914300254,1623.5634106095001,N,SF,P,P,2,Y,BANK OF AMERICA,4.925645451617476,03,2024-12-09
LOAN_005003,266990.98082985624,89.2029219246927,29.97473339152213,699.5903231992065,245109.94195196967,772.316005000913,N,SF,P,P,2,N,CHASE,4.755951729333498,09,2024-03-21
LOAN_005004,373282.9081821745,63.79174037269885,34.908416254929435,634.6620145861262,318492.2550993847,2637.25588802275,N,SF,P,C,2,N,CHASE,4.256628537646035,06,2024-04-11
LOAN_005005,172576.7880923205,62.3047951273101,28.738378710211602,710.9987875189366,188615.04274501387,1707.376605168932,N,MH,S,C,2,N,WELLS FARGO,6.300877871839568,03,2024-09-05
LOAN_005006,404848.26510505925,93.54929613214463,34.19767630230274,736.2501062120443,92652.3929439339,2353.746746622586,N,SF,P,P,2,Y,BANK OF AMERICA,4.496975850902178,15,2024-01-03
LOAN_005007,348777.48210843385,68.06032887178053,21.63331221576953,602.9542341781444,118095.20972827912,1366.947887110569,N,SF,P,P,2,Y,QUICKEN,5.763328186089915,03,2024-05-18
LOAN_005008,226576.66780289623,56.05446969634401,23.96106348854295,793.7178342805431,450232.18681835907,975.0666913716566,Y,SF,P,C,3,N,CHASE,6.420900648158936,03,2024-04-20
LOAN_005009,285847.03626621526,67.72305086850194,22.656794967260247,686.0868802953072,202164.77615903862,1254.228312161508,N,CO,P,P,3,Y,QUICKEN,3.793774370037019,03,2024-04-19
LOAN_005010,459832.1807641033,70.04920897134,24.34868628207594,788.913267288096,337692.6450305325,1478.0911621874066,N,PU,P,P,1,N,CHASE,4.359270130716166,03,2024-12-23
LOAN_005011,373354.78135058656,98.32444091588647,42.87181046706091,719.1264030359213,146179.49705241475,1441.7103582785692,N,SF,P,P,1,Y,WELLS FARGO,2.9427387406441126,03,2024-04-18
LOAN_005012,300878.3654898148,88.87239318565106,37.2603879311036,743.7773354309845,264308.3778906335,2430.7811439016405,N,CO,S,P,2,N,BANK OF AMERICA,3.423970866098535,03,2024-10-01
LOAN_005013,276231.66830390156,92.21280924948363,19.230768813156544,663.8440631934955,277872.57743429195,1072.1358287790158,N,SF,P,P,2,N,BANK OF AMERICA,5.106067532600358,03,2024-04-16
LOAN_005014,307660.90704516595,87.29960463520179,34.37498296408455,692.4307771347641,476912.96088810964,1197.6139224416672,N,SF,P,P,1,N,WELLS FARGO,4.384872820504548,03,2024-07-18
LOAN_005015,248823.64420576964,89.19365507422971,26.0941768735143,771.3633698689565,224571.30089846533,1856.5020052895097,Y,SF,P,P,3,N,WELLS FARGO,3.933714439606865,03,2024-06-29
LOAN_005016,89525.04942809854,64.67876810129523,23.176154145284343,709.4801412209301,193098.55607270048,706.6678592867097,Y,SF,P,P,2,N,CHASE,6.939375555689813,09,2024-03-12
LOAN_005017,504217.7910534731,72.02096766969774,15.142605342774932,631.6020787442264,278074.68874805176,1479.7472688255968,N,CO,P,P,2,Y,QUICKEN,4.2370910453302875,03,2024-12-03
LOAN_005018,315532.49991994014,60.151270304646765,39.71918693820244,728.9259244041824,176018.9930424436,1570.8602166622634,N,CO,P,P,2,Y,BANK OF AMERICA,3.2020419720349467,06,2024-04-15
LOAN_005019,339814.7265122537,71.8426795419445,16.361368503328613,750.8540013470721,282766.1511451369,1716.6748700457063,N,SF,S,P,1,N,QUICKEN,3.5874492531653934,03,2024-09-01
LOAN_005020,294209.22501230915,85.26157486402111,29.480368219901255,829.8310820537624,245720.9236316413,1674.4366797265927,N,CO,P,C,2,N,QUICKEN,4.673153116370885,03,2024-02-22
LOAN_005021,226488.3199275412,77.0187492721837,20.536887542751312,812.2042614927577,189694.5876465333,2493.868679705377,Y,SF,P,P,2,N,WELLS FARGO,4.838979030699938,03,2024-05-04
LOAN_005022,281407.55190512293,94.67221228440442,37.758439470699244,714.8291562916905,289550.71470569936,1057.6187361461368,N,CO,P,P,4,N,WELLS FARGO,3.783051234836589,03,2024-10-22
LOAN_005023,140060.52378056888,57.87876311659171,26.656481736860496,676.2131868268604,258665.7095483271,1177.8235998867021,N,SF,P,P,1,N,CHASE,3.7084797220674166,03,2024-08-17
LOAN_005024,527708.6498053304,82.5035752604736,28.655373444796552,701.7358880510648,310825.63512346084,1804.7251653817862,N,SF,P,R,2,N,CHASE,3.7784318713174025,03,2024-07-13
LOAN_005025,176548.8001577604,56.27545797196023,28.99265737069967,678.1013194097661,382196.2699071594,1613.1918826244118,N,SF,I,P,2,Y,WELLS FARGO,6.04649323616041,03,2024-08-31
LOAN_005026,196803.37161528206,76.41264703760463,33.02570334935783,760.4928980563158,209868.55369295023,1675.6140358277632,Y,SF,P,P,2,N,WELLS FARGO,5.884941847095792,03,2024-06-07
LOAN_005027,255974.07956135995,86.10500133834718,30.130047639833094,803.333209809252,217079.35650025448,797.4240335729421,N,SF,P,P,2,N,CHASE,4.477085577954218,03,2024-04-19
LOAN_005028,428807.57248523773,71.78246149763672,29.567268110388838,819.1867487435271,142348.20643270208,2590.5393015639265,N,SF,I,P,1,Y,BANK OF AMERICA,4.832958285683854,03,2024-11-07
LOAN_005029,301450.8999262654,83.26689906130434,24.81598024745222,687.0234838001868,291682.4219677951,1725.7630441400047,N,SF,P,C,1,N,BANK OF AMERICA,4.64021448807755,03,2024-06-22
LOAN_005030,176386.42039695376,60.60401497750599,14.25270626657907,679.0378880468705,198419.87620316318,708.9534052033307,N,SF,P,C,2,N,CHASE,3.9672796033226847,03,2024-05-08
LOAN_005031,425433.83607573394,50.044650327054256,18.814490404581445,686.3684460353095,277642.23865334014,1805.6526725445574,Y,SF,P,P,2,N,BANK OF AMERICA,5.247650622597058,03,2024-07-22
LOAN_005032,373100.06267854816,83.35544433731704,37.18479738680645,565.4370439931073,343237.8576453302,948.320885018522,N,PU,S,C,2,Y,BANK OF AMERICA,2.835121509958646,03,2024-03-04
LOAN_005033,353843.49572164525,100.0,26.94180536673702,623.7750113162465,195248.1252500934,1964.5653924265594,N,CO,P,P,3,N,QUICKEN,4.876701953725132,03,2024-07-21
LOAN_005034,371573.424117084,60.059325897451615,23.359902222775204,717.2357595249053,212057.37546392443,842.2028793307544,N,SF,P,P,2,Y,QUICKEN,5.605893710611533,03,2024-10-26
LOAN_005035,539436.1900582451,93.33291270160193,15.94271855581955,750.3417392355176,331161.0132575907,2003.0263844093809,N,SF,P,P,2,N,WELLS FARGO,3.6556055650148287,03,2024-06-17
LOAN_005036,518509.4895036112,75.65135113224616,12.803528599096477,759.2938446306036,306593.82666818216,889.6100349869804,N,CO,S,C,2,Y,QUICKEN,4.069494706218147,03,2024-05-05
LOAN_005037,231328.4656996705,54.96462717460386,22.967931198718016,657.5604462503572,298118.6863451891,1012.8372457097454,N,CO,P,P,2,N,BANK OF AMERICA,2.127823837403603,03,2024-06-21
LOAN_005038,462388.49928111525,58.02742047971756,38.88052854045257,680.7111881744516,218689.05073173982,1568.8377321665175,Y,SF,P,P,2,Y,WELLS FARGO,3.6149536682506653,03,2024-04-11
LOAN_005039,338316.81897589006,75.23677160040975,24.429298063776816,698.4396954688432,135114.42953837535,1194.1712456629652,N,SF,P,P,2,N,BANK OF AMERICA,6.24841818798879,03,2024-10-29
LOAN_005040,349909.58161377494,68.93306568113844,34.00485525241447,689.5099280931553,193053.2897252291,1222.786296817399,N,SF,I,P,2,N,CHASE,2.570637287281923,03,2024-12-19
LOAN_005041,130772.91683566713,55.30630534862641,23.96940170602042,775.0414176531731,169241.55880904122,735.0866877046301,N,CO,I,C,1,N,BANK OF AMERICA,3.679418791129079,03,2024-06-05
LOAN_005042,282961.4234611804,49.58941078161892,36.38866696028849,615.3460712030458,296523.70512430515,1335.1214141303608,N,SF,P,C,2,N,WELLS FARGO,5.9467484756287785,03,2024-09-19
LOAN_005043,218717.64096634352,62.29921008110241,26.48249198191331,628.0563515965646,272761.72292963404,1941.9235773290861,N,SF,P,C,2,Y,CHASE,4.268770981496556,01,2024-12-18
LOAN_005044,382805.8814893309,77.90713512496677,17.681157544495036,696.1251763482043,202110.64601233884,2439.1855209743094,N,SF,P,P,3,N,WELLS FARGO,3.822475474529803,03,2024-10-18
LOAN_005045,407108.0500402805,74.90398871095293,27.310469321005563,610.751703732986,215769.9577443584,1913.7796543012967,N,CO,S,R,1,Y,CHASE,4.648023874159912,03,2024-04-15
LOAN_005046,92551.36489836886,67.48143063749883,48.34000418280407,567.9623776834671,288051.97271270433,1842.3978185291728,N,SF,P,P,1,N,CHASE,3.877398483241633,03,2024-11-27
LOAN_005047,297796.51359957294,78.02830791437225,47.898843155508544,600.5218272304196,224453.50931953255,655.7477618093673,Y,SF,P,C,2,Y,BANK OF AMERICA,3.8314694770369333,03,2024-09-14
LOAN_005048,412186.1504794252,90.60040079794031,34.865333027793646,700.5828329240986,203508.2633138314,1485.6240425225433,Y,SF,P,C,2,Y,BANK OF AMERICA,4.70772323294514,03,2024-09-09
LOAN_005049,281332.1037686555,80.91189765651222,28.629411845862975,770.442465306038,408287.29031953367,1174.1916824093428,N,MH,P,P,1,N,WELLS FARGO,4.031377849996906,03,2024-12-08
LOAN_005050,372906.36450023646,73.18036992915629,33.039018020950834,772.1093227514261,206030.0644267629,744.6516543384985,N,SF,P,P,1,N,CHASE,4.773525606849497,03,2024-10-04
LOAN_005051,335116.5467627084,88.92108009991033,33.1685233873329,847.0332346031273,303491.1743455656,863.9462521737717,N,CO,P,P,2,Y,WELLS FARGO,6.38650596804618,15,2024-05-19
LOAN_005052,334166.02319526265,60.602245466755576,29.601132476328985,728.1332094056688,281406.0541510715,1833.9901796587621,Y,SF,P,R,2,N,QUICKEN,5.295890418119056,03,2024-12-19
LOAN_005053,272868.50219317025,71.62620690666972,34.40944019922617,738.8960409863063,128139.52547958631,1221.3294692661195,Y,MH,P,P,2,N,BANK OF AMERICA,4.796033084767971,03,2024-12-03
LOAN_005054,178341.91958642902,71.98368096599448,32.08226862153563,699.9674370377325,195680.48932243965,762.4834169002977,N,SF,P,R,2,N,CHASE,4.2299903260321425,03,2024-04-06
LOAN_005055,187846.98525749726,56.445701123357324,26.840276146356864,703.8538827411193,315529.7365395761,1181.8500446131675,N,SF,P,P,2,Y,WELLS FARGO,2.9583106669568666,03,2024-10-19
LOAN_005056,370935.2514455317,68.70188756573464,18.04743200616357,850.0,239481.37712626453,1644.733121150198,N,SF,P,P,1,Y,WELLS FARGO,5.720726891863775,03,2024-10-01
LOAN_005057,301945.8255518883,43.875604786570456,25.399407577798343,740.9081149804025,132804.83367783844,1162.874380525785,N,SF,P,C,1,N,CHASE,4.159100313875817,03,2024-02-05
LOAN_005058,286148.7755392775,100.0,37.99518849073597,747.8619415275298,281559.05563646066,894.953345672092,N,SF,I,C,1,N,BANK OF AMERICA,3.536297971283446,03,2024-04-16
LOAN_005059,257610.99576776475,60.93879317345531,29.685377755046353,628.3908557666427,203415.62838612366,1039.8974292295002,N,SF,S,C,1,N,CHASE,3.0254264995407274,03,2024-02-10
LOAN_005060,269481.11545192485,98.79171197131967,33.002868915875055,752.8337819924054,284871.37403827056,1942.230138894284,N,PU,P,P,1,Y,BANK OF AMERICA,4.594787587465469,03,2024-08-03
LOAN_005061,404691.17944881396,75.57126758579238,27.169844722955876,772.6665583458772,465021.9726004342,461.07243572496145,N,SF,P,P,2,Y,WELLS FARGO,4.620866090140371,06,2024-01-02
LOAN_005062,266475.5918131973,83.47296198233938,19.404024949893753,808.8248102350292,280595.12559784466,1365.986245165951,N,SF,S,C,2,N,WELLS FARGO,3.849424709809955,03,2024-09-18
LOAN_005063,165893.52866984313,67.66800302473602,27.613702851281772,770.4067619921201,298973.84130137914,1442.4249335151285,N,CO,P,R,2,Y,CHASE,5.3140888789602165,03,2024-05-08
LOAN_005064,374365.17755401734,78.11894537942511,19.775440992506486,709.8609417532813,229680.43767569622,1122.056697353641,N,SF,P,P,1,N,QUICKEN,4.781908805635426,03,2024-10-03
LOAN_005065,279512.3336135283,84.75734459982654,19.137108263964485,706.4461349709433,160432.98738499626,1020.930735588933,N,SF,P,P,2,N,QUICKEN,3.480040906055106,03,2024-11-04
LOAN_005066,303139.5865532776,84.96828621591274,42.05636608869409,714.2335456984878,331913.9935887274,1991.71453010061,N,MH,P,P,2,Y,WELLS FARGO,2.8742547098097067,03,2024-12-03
LOAN_005067,460757.83063995105,86.62160085111536,25.799139950657835,728.5749634848722,201532.85712189728,1990.0058073760447,N,SF,P,C,2,N,CHASE,4.32578318179608,03,2024-11-28
LOAN_005068,297943.9442649493,69.47500934941236,22.585152745399665,821.4120352644943,231665.46392440892,1552.6596010621593,N,SF,S,P,3,N,QUICKEN,3.978029249499874,03,2024-05-20
LOAN_005069,328918.36731187254,67.79460491262968,46.17959684380905,805.8111639360966,393478.04285124736,1228.3146808108363,N,CO,P,C,2,Y,QUICKEN,4.908163669420099,01,2024-09-03
LOAN_005070,182107.65087016748,51.08735512098595,38.149850354042414,780.2328762980624,222983.3793041588,1556.3110542730867,N,SF,P,C,2,N,WELLS FARGO,5.333978161513364,03,2024-01-19
LOAN_005071,278033.05476490397,82.84828516765405,26.28490774498162,850.0,347226.25054463017,1702.1918311789834,Y,MH,P,C,2,N,WELLS FARGO,5.674490047149996,03,2024-06-10
LOAN_005072,360952.6045208601,91.23568066985163,34.276363255523684,507.50092997785396,280998.2494340348,1444.065223499583,N,SF,P,P,2,Y,CHASE,3.4685475334237017,03,2024-01-06
LOAN_005073,144462.62661587578,99.23972519876895,27.642116817392974,683.1953140539175,205752.71684907773,1715.6766684897948,N,PU,P,C,2,Y,WELLS FARGO,4.035203067448777,03,2024-03-26
LOAN_005074,320084.50931157096,79.57758951870761,23.073203207204003,719.0981904708493,277312.5850741113,1323.1877670985066,N,SF,I,R,3,Y,CHASE,3.8558085371099167,03,2024-07-13
LOAN_005075,310079.1072644806,63.50280340637146,34.746912244850044,666.2216420831222,192686.29205247125,200.0,N,SF,P,C,2,N,QUICKEN,3.3129730413559377,09,2024-10-16
LOAN_005076,304128.74555874395,49.543557850658175,26.75698114679797,645.6199420278087,322378.00873925973,1403.2900684155381,N,CO,P,C,1,N,BANK OF AMERICA,5.379731611174148,09,2024-04-24
LOAN_005077,403715.8898658243,90.62500099625026,30.75498008999403,582.6272287709435,349767.50626712496,1842.4678841596588,Y,MH,S,P,2,N,QUICKEN,4.407411942450874,03,2024-02-07
LOAN_005078,333443.85148485214,48.05585149833696,40.21363234899671,695.093711033259,253920.57031350533,1515.3294419592012,Y,SF,P,C,2,Y,QUICKEN,5.354746897655865,03,2024-04-04
LOAN_005079,447807.18983564444,69.8909388338435,39.112131037953766,791.5221643073465,357398.11414154107,1671.8343550113998,N,CO,P,P,1,Y,QUICKEN,4.361307693092182,03,2024-02-15
LOAN_005080,200641.04844059638,71.63539758084531,24.499067081439236,781.9149073843419,262805.8997883273,1364.3345293323764,N,SF,S,P,2,N,CHASE,5.202180277481105,03,2024-11-11
LOAN_005081,313592.4567218348,73.9581729322347,34.86031602287086,659.8296091007438,323161.04784272815,1403.5071117245918,N,SF,P,P,2,N,QUICKEN,3.9206043831251263,03,2024-10-05
LOAN_005082,308446.67863899475,75.5370390005376,18.72143753854244,737.619606282535,486095.72783556825,1585.4198671213726,Y,SF,P,C,1,N,WELLS FARGO,3.3365134800285006,03,2024-09-15
LOAN_005083,193074.550624492,77.07221334551363,34.504141613157046,828.6079852172874,448009.2596638848,2471.7783533321244,N,SF,P,P,2,N,WELLS FARGO,5.025796377533826,03,2024-10-29
LOAN_005084,395629.5002091346,38.769551068822054,31.484953058011055,598.3946363723813,235395.82698644005,1921.1410016938316,N,CO,P,C,2,N,QUICKEN,3.2879169481235664,03,2024-09-18
LOAN_005085,532467.3305852818,75.2198386480519,33.78979362363431,707.2931215701976,273480.4015553576,1854.9874345275161,N,SF,P,R,1,N,CHASE,3.7207728760635015,03,2024-08-07
LOAN_005086,298299.3925516169,41.55636638832184,27.025552453557673,742.9197032647152,165683.5217008356,1602.4029059255752,Y,SF,P,P,1,N,WELLS FARGO,4.734315962131506,03,2024-05-13
LOAN_005087,350502.1088273767,85.98327109636492,50.8407127365249,720.8012272029432,313891.6487029932,834.1399954425002,N,SF,P,R,1,N,QUICKEN,4.061644575651698,09,2024-01-26
LOAN_005088,308451.8475815327,66.67312266294581,20.987002923796858,788.0506715213916,281137.34055750194,2112.8222779748953,N,SF,P,P,2,Y,CHASE,5.323226318047815,03,2024-03-29
LOAN_005089,228641.53300928243,42.64444912164974,39.71551710968461,600.1739176270507,188078.49177800945,1953.6277808896434,N,PU,P,C,1,N,QUICKEN,3.838759846692702,03,2024-11-24
LOAN_005090,117923.97221979836,62.78692983921936,19.683016802316686,639.5345071362069,344947.8793274507,1682.9626223466935,N,CO,P,R,1,Y,BANK OF AMERICA,3.025485528974717,16,2024-04-06
LOAN_005091,229422.65169046348,66.4488699122302,35.04344174629321,774.5633074156797,228751.23123145005,1478.076651417463,N,SF,P,P,1,Y,CHASE,4.26854845733956,03,2024-10-04
LOAN_005092,160804.16190482688,92.86049426332507,35.75789977251783,583.8220751123988,208327.3607787283,1772.9579940612614,N,CO,P,R,2,N,QUICKEN,2.0,03,2024-01-17
LOAN_005093,470410.2078059118,77.94956612625367,30.549758715622854,784.9414272826622,281959.704845414,1384.4488595323924,N,CO,P,R,2,N,QUICKEN,4.180847163444139,03,2024-05-14
LOAN_005094,288489.0306076761,80.1666741652587,25.046755894562956,755.9854524985531,212794.18371791925,1863.9727477261301,N,CO,P,C,1,N,BANK OF AMERICA,3.2472573009696974,03,2024-05-13
LOAN_005095,265408.06709528295,92.71832451330901,31.41134890745299,779.3535791764289,247465.6378430301,1081.0493695625137,N,CO,P,P,2,N,BANK OF AMERICA,5.226666393986431,03,2024-11-30
LOAN_005096,388915.3824787806,73.55783568113266,32.67010333430174,682.4568277792237,389700.057018555,544.9738992794845,N,CO,P,P,2,N,WELLS FARGO,4.680990178873926,09,2024-05-12
LOAN_005097,187824.8897144112,86.31281941548605,47.89936486306283,760.7870749370761,200825.21954262257,899.412591695115,N,SF,S,P,2,N,CHASE,5.0562295952462675,03,2024-02-28
LOAN_005098,223313.59619954476,85.25791670897988,21.27659714699704,626.216994387937,304032.7586136656,1570.5110328501753,N,SF,P,P,2,Y,WELLS FARGO,5.340813664150226,03,2024-07-15
LOAN_005099,306807.22692486213,55.702957596458816,24.440865036859982,686.8396046026944,203320.0670376257,1349.1305471585267,N,MH,P,P,1,N,WELLS FARGO,5.194828374367875,03,2024-08-19
LOAN_005100,402876.8991423481,97.09475366444744,32.84735557069337,722.9071152222026,172144.679442807,1426.1292409230691,Y,SF,I,C,1,Y,QUICKEN,5.136956725955979,03,2024-12-16
LOAN_005101,350168.5045168788,53.69547329893958,27.43946209604748,648.1000460354472,243476.07102227226,851.9591692481754,N,SF,P,P,2,N,QUICKEN,5.273884640073972,03,2024-05-09
LOAN_005102,324832.5142515882,88.76049974216772,28.999589622694,737.448549442741,464754.1425996588,1650.968007998813,N,SF,P,P,2,Y,BANK OF AMERICA,5.433561596374942,03,2024-09-20
LOAN_005103,307811.77352360165,52.24390444641551,40.703518353637605,628.4634216965387,312530.0581743899,981.6985992111416,N,CO,P,P,1,N,WELLS FARGO,3.245657917986393,03,2024-03-17
LOAN_005104,340023.5855526775,84.0185518222751,5.0,741.4920647868008,286964.2107919478,1748.2880104461155,N,SF,P,C,1,Y,WELLS FARGO,5.246142776205449,03,2024-09-20
LOAN_005105,320165.2905129255,100.0,24.02050654982189,850.0,208035.83869718807,792.619438709092,N,SF,P,P,2,N,QUICKEN,4.6930843312220505,03,2024-02-22
LOAN_005106,197002.77252230642,71.80532015174683,12.576307737487507,619.4667489106114,219233.36396477892,1080.6320288730817,N,SF,P,C,2,Y,WELLS FARGO,4.892167029317642,03,2024-11-10
LOAN_005107,304607.9221633151,71.1546653572028,18.041835630959294,718.1951906979259,131321.82187924747,1013.4171612257207,N,SF,P,C,1,N,WELLS FARGO,6.11141651236273,06,2024-11-26
LOAN_005108,192631.13410822474,84.15659998975273,54.0462449207247,590.5631153563882,393602.8787029302,1786.8986024825008,N,SF,P,C,1,N,WELLS FARGO,4.932498855173641,03,2024-01-25
LOAN_005109,308108.2542900824,70.05905316056186,35.98168133952756,653.3636785527666,271512.8696960457,1269.0574757828958,N,SF,P,P,2,Y,QUICKEN,4.289400351480865,03,2024-12-03
LOAN_005110,251935.20585117585,100.0,39.51564925058104,776.1559337391557,264555.93517465086,1712.346961821827,N,SF,I,P,1,N,QUICKEN,2.7500281592866136,03,2024-06-10
LOAN_005111,553938.1622782862,77.88288374188043,29.194703502135685,685.5497118567893,266307.8026499034,2070.2117260573714,N,SF,P,C,1,N,QUICKEN,4.2211665226656,09,2024-06-28
LOAN_005112,296010.5616248288,70.19745737668912,37.5871382483191,779.392811101477,417211.95721304195,2390.007204986377,N,SF,P,P,2,Y,CHASE,5.013767242697078,03,2024-11-30
LOAN_005113,159576.04337384112,66.89571708156475,12.334354924797509,748.4706686941406,273960.04075488885,1615.5795035698654,N,SF,P,C,2,N,QUICKEN,3.5799131978755097,09,2024-11-15
LOAN_005114,286581.97893230757,61.005772947404694,40.38298411769601,714.8385382928006,234597.37263637639,949.0272328426885,N,MH,P,C,2,N,WELLS FARGO,5.658008410949581,03,2024-12-07
LOAN_005115,351935.8745637888,65.58367519863765,21.801558814401,637.6469924221227,393928.92315936106,2125.614321598129,N,CO,P,P,2,N,BANK OF AMERICA,6.192462147394181,03,2024-04-14
LOAN_005116,467336.3946152524,69.73989909512105,24.68684180674087,774.839057479803,239627.59117199914,2255.677719255561,N,CO,I,P,1,N,CHASE,4.67081910891918,03,2024-08-13
LOAN_005117,241054.76000612817,67.6854138975213,35.05151070454652,744.3306982761196,114673.27170100101,1470.078544115921,N,PU,P,P,2,N,BANK OF AMERICA,4.307659456329745,03,2024-03-21
LOAN_005118,141757.202597636,65.12737088794344,33.16446758582215,597.7567673592516,127839.48368740705,2159.3188132404903,N,SF,I,P,2,N,QUICKEN,4.1873338988749005,03,2024-12-30
LOAN_005119,381683.7011430981,100.0,30.846200483935487,642.8379525373344,234663.2153097326,1666.6492438963407,N,CO,P,R,1,N,QUICKEN,6.272009991282727,03,2024-08-27
LOAN_005120,161940.1294100349,59.548573852657654,16.369038464196812,498.47768947589077,273331.09664398135,670.4085971224474,N,CO,P,P,2,N,BANK OF AMERICA,5.702890793506817,03,2024-03-07
LOAN_005121,256384.4558492515,77.19948881469261,30.99813668821642,610.7498554972992,315755.6435129919,1184.4991347804341,N,MH,P,C,2,N,BANK OF AMERICA,2.9939703084884917,03,2024-09-23
LOAN_005122,274237.9514489006,83.88781514641308,39.60561353483229,694.9298991183701,176535.82152246774,1247.4173220995915,N,SF,S,P,2,Y,BANK OF AMERICA,4.469152023082024,03,2024-07-28
LOAN_005123,293036.6546699892,84.45161993375599,24.67512903900206,635.5315487721846,231979.30542771233,1318.1587299662779,N,SF,P,P,2,N,CHASE,6.297396629892754,03,2024-03-03
LOAN_005124,368916.44570743357,74.12089386326292,43.14937045340296,653.4666723157051,185227.9959844015,1033.2713131538937,N,SF,I,C,1,N,QUICKEN,5.358851266683596,03,2024-01-28
LOAN_005125,231636.57177136122,71.38946142229035,21.273080640859906,831.2456126060622,339097.1245998902,1017.6557242394852,Y,SF,P,C,2,N,BANK OF AMERICA,3.541094899760338,03,2024-03-04
LOAN_005126,272627.0747833239,81.7732123685926,30.06547891718374,802.3050659230453,352593.56821466505,2172.9669880168713,N,CO,P,P,2,N,WELLS FARGO,4.25635447346873,03,2024-07-07
LOAN_005127,298572.96470506117,78.99782474967301,45.35327733376613,664.4265449791518,406660.9695158824,631.6591127075275,N,SF,P,P,2,Y,BANK OF AMERICA,4.20444143523,03,2024-11-30
LOAN_005128,314959.7957518788,71.1156174784873,23.186000873003906,783.4830107522013,278122.8011417946,1137.9862195898158,N,SF,P,P,1,Y,CHASE,3.4180013497362243,02,2024-09-06
LOAN_005129,309782.71747079224,51.57182142413354,40.53985483377074,817.189828232334,399223.6794104322,1810.5245123941922,Y,CO,P,P,1,N,WELLS FARGO,6.703092886190227,03,2024-01-14
LOAN_005130,343600.577522258,67.98114416500128,49.74652362221809,769.4838793268605,194567.7985521148,1221.2585748644365,N,MH,P,C,3,N,QUICKEN,5.729856190763933,03,2024-10-11
